"Mcode","McodeDescription","ParentMCode","DiseasePath","OmniDisease_ID","Active_Flag"
"MD-2355","Ossifying fibroma","MD-1289","Head & Neck / Odontogenic Tumors / Benign Tumor / Bone related lesions / Ossifying fibroma","OmniDx_0068",-1
"MD-2361","Papillary squamous cell carcinoma","MD-1409","Head & Neck / Hypopharynx, Larynx, and Trachea / Malignant epithelial tumors / Squamous cell carcinoma / Papillary squamous cell carcinoma","OmniDx_0039",-1
"MD-2363","Papillary squamous cell carcinoma","MD-1411","Head & Neck / Oral Cavity and Oropharynx / Malignant epithelial tumors / Squamous cell carcinoma / Papillary squamous cell carcinoma",,0
"MD-2366","Pleomorphic adenoma","MD-1388","Head & Neck / Oral Cavity and Oropharynx / Salivary gland tumors / Salivary gland adenomas / Pleomorphic adenoma",,0
"MD-2368","Polymorphous low-grade adenocarcinoma","MD-1390","Head & Neck / Oral Cavity and Oropharynx / Salivary gland tumors / Salivary gland carcinomas / Polymorphous low-grade adenocarcinoma","OmniDx_0039",-1
"MD-2369","Primary intraosseous squamous cell carcinoma - solid type","MD-1370","Head & Neck / Odontogenic Tumors / Malignant Tumor / Odontogenic carcinomas / Primary intraosseous squamous cell carcinoma - solid type","OmniDx_0039",-1
"MD-2370","Primary intraosseous SqCC derived from keratocystic odontogenic tumor","MD-1370","Head & Neck / Odontogenic Tumors / Malignant Tumor / Odontogenic carcinomas / Primary intraosseous squamous cell carcinoma derived from keratocystic odontogen","OmniDx_0039",-1
"MD-2371","Primary intraosseous squamous cell carcinoma derived from odontogenic tumor","MD-1370","Head & Neck / Odontogenic Tumors / Malignant Tumor / Odontogenic carcinomas / Primary intraosseous squamous cell carcinoma derived from odontogenic tumor","OmniDx_0039",-1
"MD-2373","Rhabdomyosarcoma","MD-1345","Head & Neck / Hypopharynx, Larynx, and Trachea / Soft tissue tumors / Malignant tumors / Rhabdomyosarcoma","OmniDx_0068",-1
"MD-2375","Salivary duct carcinoma","MD-1390","Head & Neck / Oral Cavity and Oropharynx / Salivary gland tumors / Salivary gland carcinomas / Salivary duct carcinoma","OmniDx_0039",-1
"MD-2379","Simple bone cyst","MD-1289","Head & Neck / Odontogenic Tumors / Benign Tumor / Bone related lesions / Simple bone cyst","OmniDx_0068",-1
"MD-2380","Small cell carcinoma, neuroendocrine type","MD-1369","Head & Neck / Nasal Cavity and Paranasal Sinuses / Malignant epithelial tumors / Neuroendocrine tumors / Small cell carcinoma, neuroendocrine type","OmniDx_0063",-1
"MD-2381","Spindle cell carcinoma","MD-1409","Head & Neck / Hypopharynx, Larynx, and Trachea / Malignant epithelial tumors / Squamous cell carcinoma / Spindle cell carcinoma","OmniDx_0039",-1
"MD-2383","Spindle cell carcinoma","MD-1411","Head & Neck / Oral Cavity and Oropharynx / Malignant epithelial tumors / Squamous cell carcinoma / Spindle cell carcinoma",,0
"MD-2384","Squamous cell papilloma and verruca vulgaris","MD-1379","Head & Neck / Oral Cavity and Oropharynx / Benign epithelial tumors / Papillomas / Squamous cell papilloma and verruca vulgaris",,0
"MD-2385","Squamous odontogenic tumor","MD-1371","Head & Neck / Odontogenic Tumors / Benign Tumor / Odontogenic epithelium with mature, fibrous stroma without odontogenic ectomesen / Squamous odontogenic tumor","OmniDx_0039",-1
"MD-2386","SyNvial sarcoma","MD-1345","Head & Neck / Hypopharynx, Larynx, and Trachea / Soft tissue tumors / Malignant tumors / SyNvial sarcoma","OmniDx_0068",-1
"MD-2388","Typical carciNid","MD-1369","Head & Neck / Nasal Cavity and Paranasal Sinuses / Malignant epithelial tumors / Neuroendocrine tumors / Typical carcinoid","OmniDx_0063",-1
"MD-2389","Verrucous carcinoma","MD-1409","Head & Neck / Hypopharynx, Larynx, and Trachea / Malignant epithelial tumors / Squamous cell carcinoma / Verrucous carcinoma","OmniDx_0039",-1
"MD-2391","Verrucous carcinoma","MD-1411","Head & Neck / Oral Cavity and Oropharynx / Malignant epithelial tumors / Squamous cell carcinoma / Verrucous carcinoma",,0
"MD-2392","Acinar type","MD-1475","Lung / Malignant Epithelial / Adenocarcinoma / Invasive / Acinar type",,0
"MD-2393","Clear cell adenocarcinoma","MD-1495","Lung / Malignant Epithelial / Adenocarcinoma / Solid type / Clear cell adenocarcinoma",,0
"MD-2394","Combined large cell neuroendocrine carcinoma","MD-1477","Lung / Malignant Epithelial / Large cell carcinoma / Large cell neuroendocrine carcinoma / Combined large cell neuroendocrine carcinoma",,-1
"MD-2395","Conventional type with mucin","MD-1495","Lung / Malignant Epithelial / Adenocarcinoma / Solid type / Conventional type with mucin",,0
"MD-2396","Exophytic","MD-1497","Lung / Benign epithelial / Papillomas / Squamous papillomas / Exophytic",,0
"MD-2397","Fetal adenocarcinoma","MD-1495","Lung / Malignant Epithelial / Adenocarcinoma / Solid type / Fetal adenocarcinoma",,0
"MD-2398","Inverted","MD-1497","Lung / Benign epithelial / Papillomas / Squamous papillomas / Inverted",,0
"MD-2399","Micropapillary type","MD-1475","Lung / Malignant Epithelial / Adenocarcinoma / Invasive / Micropapillary type",,0
"MD-2400","Mixed mucinous/non-mucinous or indeterminate","MD-1490","Lung / Malignant Epithelial / Adenocarcinoma / Pure bronchioloalveolar (non-invasive) / Mixed mucinous|non-mucinous or indeterminate",,0
"MD-2401","Mixed subtypes","MD-1475","Lung / Malignant Epithelial / Adenocarcinoma / Invasive / Mixed subtypes",,0
"MD-2402","Mucinous","MD-1490","Lung / Malignant Epithelial / Adenocarcinoma / Pure bronchioloalveolar (non-invasive) / Mucinous",,0
"MD-2403","Mucinous (colloid) adenocarcinoma","MD-1495","Lung / Malignant Epithelial / Adenocarcinoma / Solid type / Mucinous (colloid) adenocarcinoma",,0
"MD-2404","Mucinous cystoadenocarcinoma","MD-1495","Lung / Malignant Epithelial / Adenocarcinoma / Solid type / Mucinous cystoadenocarcinoma",,0
"MD-2405","Mucous gland adenoma","MD-1492","Lung / Benign epithelial / Adenomas / Salivary type adenomas / Mucous gland adenoma",,0
"MD-2406","Non-mucinous","MD-1490","Lung / Malignant Epithelial / Adenocarcinoma / Pure bronchioloalveolar (non-invasive) / Non-mucinous",,0
"MD-2407","Other Salivary type adenomas","MD-1492","Lung / Benign epithelial / Adenomas / Salivary type adenomas / Other Salivary type adenomas",,0
"MD-2408","Papillary type","MD-1475","Lung / Malignant Epithelial / Adenocarcinoma / Invasive / Papillary type",,0
"MD-2409","Polymorphic adenoma","MD-1492","Lung / Benign epithelial / Adenomas / Salivary type adenomas / Polymorphic adenoma",,0
"MD-2410","Signet ring adenocarcinoma","MD-1495","Lung / Malignant Epithelial / Adenocarcinoma / Solid type / Signet ring adenocarcinoma",,0
"MD-2411","Adult T-cell leukemia/lymphoma 9827/3","MD-1548","Hematopoietic / T-cell and NK-cell Neoplasms / Mature T-cell and NK-cell Neoplasms / Leukemic|Disseminated / Adult T-cell leukemia|lymphoma 9827|3",,0
"MD-2412","Aggressive NK cell leukemia 9948/3","MD-1548","Hematopoietic / T-cell and NK-cell Neoplasms / Mature T-cell and NK-cell Neoplasms / Leukemic|Disseminated / Aggressive NK cell leukemia 9948|3",,0
"MD-2413","Cutaneous follicle center lymphoma","MD-1535","Hematopoietic / B-cell Neoplasms / Mature B-cell neoplasms / Follicular lymphoma 9690|3 / Cutaneous follicle center lymphoma",,0
"MD-2414","Diffuse follicle center cell lymphoma, grade 2 (6-15 centroblasts per HPF)","MD-1535","Hematopoietic / B-cell Neoplasms / Mature B-cell neoplasms / Follicular lymphoma 9690|3 / Diffuse follicle center cell lymphoma, grade 2 (6-15 centroblasts per HPF)",,0
"MD-2415","Diffuse follicle center lymphoma, grade 1 (0-5 centroblasts per HPF)","MD-1535","Hematopoietic / B-cell Neoplasms / Mature B-cell neoplasms / Follicular lymphoma 9690|3 / Diffuse follicle center lymphoma, grade 1 (0-5 centroblasts per HPF)",,0
"MD-2416","Grade 1","MD-1535","Hematopoietic / B-cell Neoplasms / Mature B-cell neoplasms / Follicular lymphoma 9690|3 / Grade 1",,0
"MD-2417","Grade 2","MD-1535","Hematopoietic / B-cell Neoplasms / Mature B-cell neoplasms / Follicular lymphoma 9690|3 / Grade 2",,0
"MD-2418","Grade 3","MD-1535","Hematopoietic / B-cell Neoplasms / Mature B-cell neoplasms / Follicular lymphoma 9690|3 / Grade 3",,0
"MD-2419","Mycosis fungoides 9700/3","MD-1526","Hematopoietic / T-cell and NK-cell Neoplasms / Mature T-cell and NK-cell Neoplasms / Cutaneous / Mycosis fungoides 9700|3",,0
"MD-2420","NK-cell large granular lymphocytic leukemia","MD-1548","Hematopoietic / T-cell and NK-cell Neoplasms / Mature T-cell and NK-cell Neoplasms / Leukemic|Disseminated / NK-cell large granular lymphocytic leukemia",,0
"MD-2421","Primary cutaneous anaplastic large cell lymphoma 9718/3","MD-1526","Hematopoietic / T-cell and NK-cell Neoplasms / Mature T-cell and NK-cell Neoplasms / Cutaneous / Primary cutaneous anaplastic large cell lymphoma 9718|3",,0
"MD-2422","Sezary syndrome 9701/3","MD-1526","Hematopoietic / T-cell and NK-cell Neoplasms / Mature T-cell and NK-cell Neoplasms / Cutaneous / Sezary syndrome 9701|3",,0
"MD-2423","T-cell large granular lymphocytic leukemia 9831/3","MD-1548","Hematopoietic / T-cell and NK-cell Neoplasms / Mature T-cell and NK-cell Neoplasms / Leukemic|Disseminated / T-cell large granular lymphocytic leukemia 9831|3",,0
"MD-2424","T-cell prolymphocytic leukemia 9834/3","MD-1548","Hematopoietic / T-cell and NK-cell Neoplasms / Mature T-cell and NK-cell Neoplasms / Leukemic|Disseminated / T-cell prolymphocytic leukemia 9834|3",,0
"MD-2425","Adenocarcinofibroma (malignant adenofibroma)","MD-1631","Ovary / Surface epithelial-stromal tumors / Clear cell tumors / Malignant / Adenocarcinofibroma (malignant adenofibroma)","OmniDx_0010",-1
"MD-2426","Adenocarcinofibroma (malignant adenofibroma)","MD-1632","Ovary / Surface epithelial-stromal tumors / Endometrioid tumors including variants with squamous differentiation / Malignant / Adenocarcinofibroma (malignant adenofibroma)","OmniDx_0010",-1
"MD-2427","Adenocarcinofibroma (malignant adenofibroma)","MD-1634","Ovary / Surface epithelial-stromal tumors / Mucinous tumors / Malignant / Adenocarcinofibroma (malignant adenofibroma)","OmniDx_0010",-1
"MD-2428","Adenocarcinofibroma (malignant adenofibroma)","MD-1635","Ovary / Surface epithelial-stromal tumors / Serous tumors / Malignant / Adenocarcinofibroma (malignant adenofibroma)","OmniDx_0010",-1
"MD-2429","Adenocarcinoma","MD-1623","Ovary / Germ Cell Tumors / Monodermal teratoma and somatic-type tumors associated with dermoid cysts / Carcinoma group / Adenocarcinoma",,0
"MD-2430","Adenocarcinoma","MD-1631","Ovary / Surface epithelial-stromal tumors / Clear cell tumors / Malignant / Adenocarcinoma","OmniDx_0010",-1
"MD-2431","Adenocarcinoma","MD-1634","Ovary / Surface epithelial-stromal tumors / Mucinous tumors / Malignant / Adenocarcinoma","OmniDx_0010",-1
"MD-2432","Adenocarcinoma","MD-1635","Ovary / Surface epithelial-stromal tumors / Serous tumors / Malignant / Adenocarcinoma","OmniDx_0010",-1
"MD-2433","Adenocarcinoma, NOS","MD-1632","Ovary / Surface epithelial-stromal tumors / Endometrioid tumors including variants with squamous differentiation / Malignant / Adenocarcinoma, NOS","OmniDx_0010",-1
"MD-2434","Adenofibroma and cystadenofibroma","MD-1610","Ovary / Surface epithelial-stromal tumors / Clear cell tumors / Benign / Adenofibroma and cystadenofibroma",,0
"MD-2435","Adenofibroma and cystadenofibroma","MD-1618","Ovary / Surface epithelial-stromal tumors / Clear cell tumors / Borderline tumor / Adenofibroma and cystadenofibroma","OmniDx_0010",-1
"MD-2436","Adenofibroma and cystadenofibroma","MD-1611","Ovary / Surface epithelial-stromal tumors / Endometrioid tumors including variants with squamous differentiation / Benign / Adenofibroma and cystadenofibroma","OmniDx_0010",-1
"MD-2437","Adenofibroma and cystadenofibroma","MD-1619","Ovary / Surface epithelial-stromal tumors / Endometrioid tumors including variants with squamous differentiation / Borderline tumor / Adenofibroma and cystadenofibroma","OmniDx_0010",-1
"MD-2438","Adenofibroma and cystadenofibroma","MD-1613","Ovary / Surface epithelial-stromal tumors / Mucinous tumors / Benign / Adenofibroma and cystadenofibroma",,0
"MD-2439","Adenofibroma and cystadenofibroma","MD-1614","Ovary / Surface epithelial-stromal tumors / Serous tumors / Benign / Adenofibroma and cystadenofibroma",,0
"MD-2440","Adenofibroma, cystadenofibroma","MD-1621","Ovary / Surface epithelial-stromal tumors / Serous tumors / Borderline tumor / Adenofibroma, cystadenofibroma","OmniDx_0010",-1
"MD-2441","Adenosarcoma","MD-1632","Ovary / Surface epithelial-stromal tumors / Endometrioid tumors including variants with squamous differentiation / Malignant / Adenosarcoma","OmniDx_0010",-1
"MD-2442","Adult granulosa cell tumor","MD-1627","Ovary / Sex Cord-Stromal Tumours / Granulosa-stromal cell tumors / Granulosa cell tumor group / Adult granulosa cell tumor","OmniDx_0010",-1
"MD-2443","Borderline Brenner tumor","MD-1617","Ovary / Surface epithelial-stromal tumors / Transitional cell tumors / Borderline / Borderline Brenner tumor","OmniDx_0010",-1
"MD-2444","Brenner tumor","MD-1615","Ovary / Surface epithelial-stromal tumors / Transitional cell tumors / Benign / Brenner tumor",,0
"MD-2445","Cellular fibroma","MD-1658","Ovary / Sex Cord-Stromal Tumours / Granulosa-stromal cell tumors / Thecoma-fibroma group / Cellular fibroma","OmniDx_0010",-1
"MD-2446","Cystadenoma","MD-1610","Ovary / Surface epithelial-stromal tumors / Clear cell tumors / Benign / Cystadenoma","OmniDx_0010",-1
"MD-2447","Cystadenoma","MD-1611","Ovary / Surface epithelial-stromal tumors / Endometrioid tumors including variants with squamous differentiation / Benign / Cystadenoma","OmniDx_0010",-1
"MD-2448","Cystadenoma","MD-1613","Ovary / Surface epithelial-stromal tumors / Mucinous tumors / Benign / Cystadenoma",,0
"MD-2449","Cystadenoma","MD-1614","Ovary / Surface epithelial-stromal tumors / Serous tumors / Benign / Cystadenoma",,0
"MD-2450","Cystic","MD-1637","Ovary / Germ Cell Tumors / Biphasic or triphasic teratoma / Mature teratoma / Cystic","OmniDx_0010",-1
"MD-2451","Cystic tumor","MD-1618","Ovary / Surface epithelial-stromal tumors / Clear cell tumors / Borderline tumor / Cystic tumor",,0
"MD-2452","Cystic tumor","MD-1619","Ovary / Surface epithelial-stromal tumors / Endometrioid tumors including variants with squamous differentiation / Borderline tumor / Cystic tumor","OmniDx_0010",-1
"MD-2453","Endocervical-like","MD-1620","Ovary / Surface epithelial-stromal tumors / Mucinous tumors / Borderline tumor / Endocervical-like","OmniDx_0010",-1
"MD-2454","Endometrioid stromal sarcoma (low grade)","MD-1632","Ovary / Surface epithelial-stromal tumors / Endometrioid tumors including variants with squamous differentiation / Malignant / Endometrioid stromal sarcoma (low grade)","OmniDx_0010",-1
"MD-2455","Ependymoma","MD-1642","Ovary / Germ Cell Tumors / Monodermal teratoma and somatic-type tumors associated with dermoid cysts / Neuroectodermal tumor group / Ependymoma",,0
"MD-2456","Fetiform teratoma (homunculus)","MD-1637","Ovary / Germ Cell Tumors / Biphasic or triphasic teratoma / Mature teratoma / Fetiform teratoma (homunculus)","OmniDx_0010",-1
"MD-2457","Fibroma","MD-1658","Ovary / Sex Cord-Stromal Tumours / Granulosa-stromal cell tumors / Thecoma-fibroma group / Fibroma","OmniDx_0010",-1
"MD-2458","Fibrosarcoma","MD-1658","Ovary / Sex Cord-Stromal Tumours / Granulosa-stromal cell tumors / Thecoma-fibroma group / Fibrosarcoma","OmniDx_0010",-1
"MD-2459","Glandular","MD-1663","Ovary / Germ Cell Tumors / Primitive germ cell tumors / Yolk sac tumor / Glandular","OmniDx_0010",-1
"MD-2460","Gliobastoma multiforme","MD-1642","Ovary / Germ Cell Tumors / Monodermal teratoma and somatic-type tumors associated with dermoid cysts / Neuroectodermal tumor group / Gliobastoma multiforme",,0
"MD-2461","Hepatoid variant","MD-1663","Ovary / Germ Cell Tumors / Primitive germ cell tumors / Yolk sac tumor / Hepatoid variant","OmniDx_0010",-1
"MD-2462","Hilus cell tumor","MD-1630","Ovary / Sex Cord-Stromal Tumours / Steroid cell tumors / Leydig cell tumor group / Hilus cell tumor","OmniDx_0010",-1
"MD-2463","Insular","MD-1622","Ovary / Germ Cell Tumors / Monodermal teratoma and somatic-type tumors associated with dermoid cysts / Carcinoid group / Insular",,0
"MD-2464","Intestinal Type","MD-1620","Ovary / Surface epithelial-stromal tumors / Mucinous tumors / Borderline tumor / Intestinal Type","OmniDx_0010",-1
"MD-2465","Juvenile granulosa cell tumor","MD-1627","Ovary / Sex Cord-Stromal Tumours / Granulosa-stromal cell tumors / Granulosa cell tumor group / Juvenile granulosa cell tumor","OmniDx_0010",-1
"MD-2466","Leydig cell tumor NOS","MD-1630","Ovary / Sex Cord-Stromal Tumours / Steroid cell tumors / Leydig cell tumor group / Leydig cell tumor NOS","OmniDx_0010",-1
"MD-2467","Leydig cell tumor, non-hilar type","MD-1630","Ovary / Sex Cord-Stromal Tumours / Steroid cell tumors / Leydig cell tumor group / Leydig cell tumor, non-hilar type","OmniDx_0010",-1
"MD-2468","Malignant","MD-1655","Ovary / Sex Cord-Stromal Tumours / Steroid cell tumors / Steroid cell tumor, NOS / Malignant","OmniDx_0010",-1
"MD-2469","Malignant Brenner tumor","MD-1636","Ovary / Surface epithelial-stromal tumors / Transitional cell tumors / Malignant / Malignant Brenner tumor","OmniDx_0010",-1
"MD-2470","Malignant melanoma","MD-1638","Ovary / Germ Cell Tumors / Monodermal teratoma and somatic-type tumors associated with dermoid cysts / Melanocytic group / Malignant melanoma",,0
"MD-2471","Malignant Mullerian mixed tumor (carcinosarcoma)","MD-1632","Ovary / Surface epithelial-stromal tumors / Endometrioid tumors including variants with squamous differentiation / Malignant / Malignant Mullerian mixed tumor (carcinosarcoma)","OmniDx_0010",-1
